"Sygnatura czasowa","Uczelnia - skrót (drukowane litery np. AGH, PK, UEK itp.)","Płeć","Wiek","Miejsce zamieszkania","Ilość członków rodziny","Czy Twoi rodzice mieszkają razem","Wykształcenie Matki","Wykształcenie Ojca","W której z podanych branży pracuje Twoja Matka?","W której z podanych branży pracuje Twój Ojciec?","Powód wybrania uczelni","Czas dojazdu na uczelnię","Tygodniowy czas poświęcony na naukę","Łączna liczba niezdanych przedmiotów","Czy uczęszczasz na dodatkowe zajęcia edukacyjne (poza uczelnią)?","Czy ktoś z Twojej rodziny uczęszcza na dodatkowe zajęcia edukacyjne (poza uczelnią/szkołą)?","Czy należysz do organizacji uczelnianych (koła naukowe, AZS, samorząd itp.)","Czy w domu masz dostęp do internetu?","Czy jesteś w związku?","Jak oceniasz swoje relacje z rodziną ","Ile masz wolnego czasu po zajęciach?","Jak często spotykasz się ze znajomymi (poza uczelnią)?","Konsumpcja alkoholu w dzień powszedni","Konsumpcja alkoholu w weekend","Jak oceniasz swoje zdrowie?","Liczba nieuzasadnionych obecności (tak mniej więcej)","Średnia ocen (semestr)","Średnia ocen (rok)"
"2016/11/29 10:44:22 PM CET","AGH","Mężczyzna","23","Miasto","6","Tak","4","2","Inne","Inne","reputacja uczelni","1","4","0","Tak","Tak","Tak","Tak","Tak","5","4","5","5","5","4","10","4.40","4.32"
"2016/11/29 10:45:05 PM CET","URZ","Kobieta","24","Miasto","5","Tak","2","2","Inne","Inne","ciekawy kierunek","4","4","0","Tak","Nie","Tak","Tak","Tak","3","3","3","3","4","3","0","4","4.5"
"2016/11/29 10:47:01 PM CET","URZ","Kobieta","23","Wieś","6","Tak","2","2","Inne","Inne","ciekawy kierunek","2","2","0","Tak","Nie","Nie","Tak","Nie","4","1","3","1","2","4","0","4","4"
"2016/11/29 10:58:29 PM CET","PK","Mężczyzna","25","Wieś","5","Tak","4","2","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Tak","Nie","Tak","Tak","5","3","3","3","4","5","0","4","5"
"2016/11/29 10:58:33 PM CET","AGH","Kobieta","21","Miasto","5","Tak","2","3","Inne","Inne","ciekawy kierunek","1","4","0","Nie","Nie","Nie","Tak","Nie","4","2","3","2","2","5","0","0","0"
"2016/11/29 11:01:28 PM CET","UEK","Kobieta","23","Miasto","5","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","1","2","0","Nie","Tak","Nie","Tak","Nie","4","4","4","3","4","4","0","","4.40"
"2016/11/29 11:02:19 PM CET","Uek","Kobieta","25","Wieś","3","Tak","2","2","Inne","Inne","ciekawy kierunek","4","2","1","Nie","Nie","Nie","Tak","Tak","5","4","4","2","4","4","3","4","4"
"2016/11/29 11:03:38 PM CET","pk","Mężczyzna","21","Miasto","4","Nie","2","2","Inne","Inne","ciekawy kierunek","3","2","0","Nie","Nie","Nie","Tak","Nie","3","4","5","5","5","4","5","4","4"
"2016/11/29 11:04:18 PM CET","AGH","Kobieta","25","Miasto","4","Tak","3","2","Inne","Inne","inne","1","2","1","Tak","Tak","Tak","Tak","Nie","5","2","2","2","3","4","0","5","5"
"2016/11/29 11:06:17 PM CET","PRZ","Kobieta","21","Miasto","4","Tak","2","2","Szkolnictwo","Inne","reputacja uczelni","1","1","0","Nie","Nie","Nie","Tak","Nie","4","5","5","4","3","4","20","4","4"
"2016/11/29 11:07:16 PM CET","PRZ","Kobieta","21","Miasto","4","Tak","2","2","Inne","Inne","ciekawy kierunek","2","2","2","Nie","Tak","Nie","Tak","Nie","4","2","4","3","4","4","1","3.7","3.7"
"2016/11/29 11:10:26 PM CET","PK","Mężczyzna","21","Wieś","4","Tak","1","4","Inne","Inne","inne","2","2","2","Tak","Tak","Tak","Tak","Nie","4","5","3","1","1","5","0","3.5","3.5"
"2016/11/29 11:12:17 PM CET","UEK","Kobieta","21","Miasto","3","Tak","3","2","Inne","Inne","inne","3","2","0","Nie","Nie","Nie","Tak","Nie","4","3","3","2","4","3","2","3.5","3.5"
"2016/11/29 11:13:39 PM CET","PK","Mężczyzna","23","Wieś","5","Tak","4","2","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","4","0","Tak","Tak","Tak","Tak","Nie","5","4","4","2","5","5","0","4.8","4.8"
"2016/11/29 11:13:51 PM CET","PRz","Kobieta","21","Wieś","4","Tak","4","2","Szkolnictwo","Inne","reputacja uczelni","2","1","1","Nie","Nie","Nie","Tak","Tak","5","1","3","3","1","2","8","3.3","3.3"
"2016/11/29 11:24:07 PM CET","PK","Mężczyzna","22","Miasto","4","Tak","4","4","Szkolnictwo","Szkolnictwo","reputacja uczelni","2","1","8","Nie","Tak","Nie","Tak","Tak","5","2","3","1","3","4","3","3","3"
"2016/11/29 11:24:43 PM CET","UJ","Mężczyzna","20","Miasto","4","Tak","4","3","Służba zdrowia","Inne","ciekawy kierunek","2","3","0","Nie","Tak","Nie","Tak","Nie","5","2","3","5","5","3","5","4.0","4.0"
"2016/11/29 11:24:56 PM CET","AGH","Mężczyzna","23","Miasto","4","Tak","4","2","Szkolnictwo","Inne","reputacja uczelni","2","3","0","Nie","Nie","Tak","Tak","Tak","4","4","4","3","3","5","0","4.5","4.5"
"2016/11/29 11:27:13 PM CET","PK","Mężczyzna","25","Wieś","5","Tak","4","2","Inne","Inne","reputacja uczelni","1","1","0","Nie","Nie","Nie","Tak","Nie","4","4","2","3","3","4","0","4","4"
"2016/11/29 11:27:36 PM CET","Uek","Mężczyzna","20","Miasto","3","Tak","4","4","Szkolnictwo","Inne","inne","2","2","0","Nie","Nie","Nie","Tak","Tak","5","4","3","2","4","4","0","","3.5"
"2016/11/29 11:28:07 PM CET","Pk","Kobieta","21","Wieś","5","Tak","1","2","Inne","Inne","ciekawy kierunek","2","2","1","Nie","Nie","Nie","Tak","Tak","3","1","2","2","2","1","6","3","3"
"2016/11/29 11:31:24 PM CET","AGH","Mężczyzna","20","Wieś","4","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Inne","inne","2","2","0","Nie","Tak","Nie","Tak","Nie","5","3","3","4","4","4","5","4.52","4.43"
"2016/11/29 11:36:44 PM CET","AGH","Kobieta","23","Wieś","7","Tak","2","2","Inne","Inne","ciekawy kierunek","1","4","0","Tak","Tak","Tak","Tak","Tak","4","2","2","1","3","4","5","4","4"
"2016/11/29 11:40:44 PM CET","UR","Kobieta","24","Wieś","5","Tak","2","3","Inne","Inne","ciekawy kierunek","4","3","0","Tak","Tak","Tak","Tak","Nie","3","2","3","1","4","4","2","3","3"
"2016/11/29 11:40:49 PM CET","AGH","Mężczyzna","23","Miasto","3","Nie","2","2","Inne","Służba zdrowia","reputacja uczelni","1","1","3","Nie","Nie","Nie","Tak","Nie","3","2","3","1","2","3","20","4.14","4.2"
"2016/11/29 11:42:13 PM CET","AGH","Mężczyzna","23","Miasto","3","Nie","2","2","Inne","Inne","reputacja uczelni","2","2","0","Nie","Nie","Nie","Tak","Tak","3","2","3","3","3","4","1","4.5","4.5"
"2016/11/29 11:55:47 PM CET","AGH","Mężczyzna","21","Miasto","5","Tak","4","4","Służba zdrowia","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Tak","4","4","3","1","2","4","0","4","4"
"2016/11/29 11:56:35 PM CET","AGH","Kobieta","23","Wieś","5","Tak","2","2","Inne","Inne","inne","2","4","0","Nie","Nie","Nie","Tak","Tak","5","1","3","3","3","5","0","4","4"
"2016/11/29 11:57:02 PM CET","PK","Kobieta","22","Miasto","5","Tak","4","2","Inne","Inne","inne","2","4","0","Tak","Nie","Nie","Tak","Nie","5","3","4","1","1","5","1","4","4"
"2016/11/30 12:06:35 AM CET","UJ","Mężczyzna","42","Miasto","3","Nie","4","0","Służba cywilna (Administracja, Policja itp.)","Służba zdrowia","reputacja uczelni","1","4","0","Tak","Nie","Tak","Nie","Nie","5","5","5","5","5","5","0","4","5"
"2016/11/30 12:09:00 AM CET","PK","Mężczyzna","21","Wieś","6","Tak","2","4","Inne","Inne","blisko do domu","1","2","1","Nie","Nie","Tak","Tak","Nie","4","4","3","2","3","2","4","4","4"
"2016/11/30 12:19:10 AM CET","AGH","Mężczyzna","22","Wieś","5","Tak","2","2","Inne","Inne","ciekawy kierunek","2","1","1","Nie","Nie","Nie","Tak","Nie","3","5","5","4","5","4","25","4","4"
"2016/11/30 12:21:46 AM CET","agh","Kobieta","22","Miasto","5","Tak","4","4","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Tak","Tak","Nie","3","5","3","2","2","5","1","4","4"
"2016/11/30 12:34:53 AM CET","pśk","Mężczyzna","23","Wieś","4","Tak","2","2","Inne","Inne","blisko do domu","4","1","0","Nie","Nie","Nie","Tak","Tak","4","4","2","2","3","3","0","","3.0 "
"2016/11/30 12:38:17 AM CET","agh","Mężczyzna","21","Miasto","4","Tak","4","4","Służba zdrowia","Służba zdrowia","reputacja uczelni","2","3","0","Nie","Tak","Nie","Tak","Nie","3","4","3","3","3","4","222222222","4.2","4.2"
"2016/11/30 12:46:59 AM CET","Frycza","Mężczyzna","23","Wieś","6","Tak","2","2","Inne","Inne","ciekawy kierunek","3","1","0","Nie","Nie","Nie","Tak","Tak","5","3","4","1","1","3","4","","3"
"2016/11/30 1:33:25 AM CET","AGH","Mężczyzna","22","Miasto","4","Tak","4","2","Inne","Inne","reputacja uczelni","1","2","0","Nie","Nie","Tak","Tak","Nie","4","4","5","5","5","5","0","4","4"
"2016/11/30 1:33:47 AM CET","PK","Kobieta","20","Wieś","7","Tak","2","2","Inne","Inne","ciekawy kierunek","2","4","1","Nie","Nie","Tak","Tak","Nie","3","2","3","1","2","4","0","","3.5"
"2016/11/30 1:56:22 AM CET","agh","Mężczyzna","20","Miasto","5","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","2","3","0","Nie","Tak","Nie","Tak","Tak","5","3","3","2","4","4","4","3.85","4.11"
"2016/11/30 2:02:27 AM CET","AGH","Kobieta","24","Wieś","6","Tak","2","1","Inne","Inne","reputacja uczelni","1","1","5","Nie","Tak","Tak","Tak","Nie","4","2","5","3","4","3","5","3.5","4.0"
"2016/11/30 2:56:21 AM CET","PK","Mężczyzna","25","Wieś","4","Tak","3","4","Inne","Inne","blisko do domu","3","1","1","Nie","Nie","Tak","Tak","Tak","4","3","2","2","3","2","30","4.3","4.2"
"2016/11/30 2:59:17 AM CET","AGH","Kobieta","20","Miasto","2","Nie","3","2","Inne","Inne","reputacja uczelni","1","2","0","Tak","Tak","Tak","Tak","Tak","4","4","4","5","4","2","0","4","3.9"
"2016/11/30 3:53:34 AM CET","pk","Mężczyzna","22","Miasto","3","Nie","4","0","Inne","Inne","ciekawy kierunek","3","3","1","Tak","Tak","Nie","Tak","Tak","4","3","3","2","3","3","5","4","4"
"2016/11/30 5:24:35 AM CET","pk","Kobieta","23","Miasto","3","Nie","2","2","Inne","Inne","reputacja uczelni","2","3","1","Nie","Nie","Nie","Tak","Tak","4","2","2","1","2","4","3","4","4"
"2016/11/30 6:56:06 AM CET","PK","Kobieta","24","Miasto","3","Tak","4","4","Szkolnictwo","Inne","ciekawy kierunek","2","3","0","Nie","Tak","Nie","Tak","Nie","5","4","4","3","4","4","0","4","4"
"2016/11/30 7:47:04 AM CET","Uj","Kobieta","23","Miasto","4","Tak","4","4","Służba cywilna (Administracja, Policja itp.)","Inne","reputacja uczelni","1","4","0","Tak","Tak","Tak","Tak","Tak","3","1","2","1","2","4","2","4.38","4.38"
"2016/11/30 8:02:52 AM CET","agh","Mężczyzna","22","Wieś","5","Tak","1","2","Inne","Inne","reputacja uczelni","1","1","0","Nie","Tak","Tak","Tak","Nie","4","5","4","4","4","5","0","4.4","4.2"
"2016/11/30 8:11:18 AM CET","PK","Kobieta","23","Miasto","4","Tak","4","4","Szkolnictwo","Inne","inne","3","4","2","Nie","Nie","Tak","Tak","Tak","3","1","1","1","2","4","10","4.0","3.85"
"2016/11/30 9:03:09 AM CET","AGH","Mężczyzna","23","Miasto","4","Tak","4","4","Inne","Inne","reputacja uczelni","2","4","0","Nie","Nie","Nie","Tak","Nie","5","1","2","4","5","3","0","4","4"
"2016/11/30 9:04:46 AM CET","Wsth","Mężczyzna","26","Miasto","4","Tak","4","1","Szkolnictwo","Inne","ciekawy kierunek","1","3","6","Nie","Tak","Nie","Tak","Nie","4","1","3","1","1","4","4","0","0"
"2016/11/30 9:24:35 AM CET","PK","Mężczyzna","24","Wieś","4","Tak","3","1","Służba zdrowia","Inne","ciekawy kierunek","1","2","0","Tak","Nie","Nie","Tak","Nie","4","1","3","1","1","4","0","4.35","4"
"2016/11/30 9:33:10 AM CET","Pk","Mężczyzna","22","Wieś","6","Tak","3","0","Inne","Inne","reputacja uczelni","2","3","2","Nie","Nie","Tak","Tak","Tak","4","5","3","1","2","3","5","3","3"
"2016/11/30 9:40:57 AM CET","AGH","Mężczyzna","20","Miasto","4","Tak","1","4","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","2","3","2","Nie","Tak","Nie","Tak","Nie","3","4","3","3","5","4","5","3.5","3"
"2016/11/30 10:24:38 AM CET","PK","Kobieta","23","Miasto","4","Tak","3","1","Inne","Inne","inne","2","3","0","Nie","Tak","Nie","Tak","Nie","4","3","3","2","2","3","5","3.5","3.5"
"2016/11/30 10:39:19 AM CET","AGH","Mężczyzna","23","Wieś","3","Tak","3","2","Inne","Inne","inne","4","4","0","Tak","Nie","Nie","Tak","Nie","3","1","2","2","2","3","0","4.7","4.7"
"2016/11/30 10:49:00 AM CET","PK","Kobieta","23","Wieś","4","Tak","4","2","Szkolnictwo","Inne","reputacja uczelni","1","1","0","Tak","Tak","Nie","Tak","Nie","4","1","2","1","3","2","0","4.0","4.0"
"2016/11/30 10:58:04 AM CET","pk","Mężczyzna","20","Wieś","5","Tak","3","2","Inne","Inne","blisko do domu","1","3","0","Nie","Tak","Tak","Tak","Nie","4","5","4","2","4","5","0","","4"
"2016/11/30 11:10:01 AM CET","UJ","Kobieta","20","Miasto","2","Tak","4","4","Szkolnictwo","Służba zdrowia","reputacja uczelni","1","4","0","Nie","Nie","Tak","Tak","Tak","4","2","3","1","1","4","1","4","4"
"2016/11/30 11:31:22 AM CET","PK","Kobieta","19","Miasto","4","Tak","3","2","Inne","Inne","inne","1","4","0","Nie","Nie","Nie","Tak","Nie","5","3","1","1","1","5","0","4.5","4.0"
"2016/11/30 11:35:18 AM CET","AGH","Kobieta","20","Miasto","5","Tak","2","2","Inne","Inne","ciekawy kierunek","1","3","0","Tak","Tak","Tak","Tak","Nie","3","3","4","3","3","2","3","","0"
"2016/11/30 11:36:39 AM CET","URZ","Mężczyzna","24","Miasto","4","Tak","2","2","Inne","Inne","inne","2","2","1","Nie","Nie","Nie","Tak","Nie","3","4","4","4","4","3","5","3","3"
"2016/11/30 11:48:22 AM CET","URZ","Kobieta","24","Miasto","5","Nie","2","2","Inne","Inne","ciekawy kierunek","4","4","0","Nie","Nie","Nie","Tak","Tak","4","4","3","2","2","3","0","5","5"
"2016/11/30 11:56:12 AM CET","PK","Mężczyzna","20","Miasto","4","Tak","3","4","Szkolnictwo","Inne","ciekawy kierunek","2","2","2","Tak","Nie","Nie","Tak","Nie","4","1","1","1","2","4","0","4","4"
"2016/11/30 11:59:42 AM CET","AGH","Mężczyzna","20","Wieś","6","Tak","2","2","Inne","Inne","ciekawy kierunek","1","2","0","Nie","Nie","Nie","Tak","Nie","5","4","5","3","4","4","0","3.5","3.5"
"2016/11/30 12:14:05 PM CET","AGH","Mężczyzna","20","Wieś","8","Tak","2","2","Inne","Inne","reputacja uczelni","4","4","0","Nie","Tak","Nie","Tak","Nie","4","1","1","2","3","3","0","4","4"
"2016/11/30 12:25:24 PM CET","PK","Mężczyzna","24","Miasto","4","Tak","1","2","Inne","Inne","inne","2","4","0","Tak","Tak","Nie","Tak","Tak","4","1","1","2","3","4","5","4","4"
"2016/11/30 12:31:37 PM CET","AGH","Kobieta","20","Miasto","6","Tak","4","2","Szkolnictwo","Inne","reputacja uczelni","2","4","0","Nie","Nie","Nie","Tak","Nie","5","2","3","2","3","5","6","4.00","4"
"2016/11/30 12:54:19 PM CET","PK","Kobieta","22","Miasto","3","Tak","3","2","Inne","Inne","ciekawy kierunek","2","4","0","Nie","Nie","Nie","Tak","Nie","4","2","2","2","4","5","5","4","4"
"2016/11/30 1:00:55 PM CET","PK","Mężczyzna","27","Wieś","5","Tak","0","0","Inne","Inne","ciekawy kierunek","2","1","0","Nie","Nie","Tak","Tak","Tak","5","4","5","5","1","4","2","4","4"
"2016/11/30 1:10:01 PM CET","AGH","Mężczyzna","22","Miasto","4","Tak","4","4","Służba zdrowia","Szkolnictwo","inne","1","2","0","Tak","Tak","Tak","Tak","Nie","5","1","5","1","1","4","3","4.7","4.6"
"2016/11/30 1:16:53 PM CET","AGH","Mężczyzna","23","Miasto","7","Tak","4","2","Szkolnictwo","Inne","ciekawy kierunek","2","3","0","Tak","Tak","Tak","Tak","Tak","4","5","3","1","2","5","4","4.35","4.5"
"2016/11/30 1:41:28 PM CET","AGH","Kobieta","20","Miasto","2","Nie","3","2","Inne","Inne","ciekawy kierunek","2","2","1","Tak","Tak","Tak","Tak","Tak","4","4","4","5","5","3","2","4","3.8"
"2016/11/30 2:26:36 PM CET","UJ","Kobieta","21","Miasto","4","Tak","4","2","Inne","Służba cywilna (Administracja, Policja itp.)","reputacja uczelni","1","1","0","Tak","Tak","Tak","Tak","Nie","4","2","5","3","4","3","10","4","4"
"2016/11/30 3:53:30 PM CET","PK","Kobieta","23","Miasto","5","Tak","4","4","Inne","Inne","ciekawy kierunek","2","3","1","Nie","Tak","Nie","Tak","Nie","4","3","4","2","3","5","0","4","4"
"2016/11/30 4:10:55 PM CET","UEK","Mężczyzna","23","Miasto","5","Tak","1","2","Inne","Inne","ciekawy kierunek","1","1","0","Nie","Tak","Nie","Tak","Tak","5","2","2","2","3","4","3","4.0","4.0"
"2016/11/30 4:12:10 PM CET","UEK","Kobieta","24","Miasto","2","Nie","4","2","Inne","Inne","ciekawy kierunek","1","2","0","Tak","Nie","Tak","Tak","Tak","4","4","4","3","4","4","1","5","5"
"2016/11/30 4:24:08 PM CET","UEK","Mężczyzna","25","Miasto","3","Tak","4","4","Inne","Inne","ciekawy kierunek","2","1","3","Tak","Tak","Tak","Tak","Nie","4","5","3","3","4","2","6","3.7","4"
"2016/11/30 4:24:17 PM CET","Uek","Kobieta","21","Miasto","3","Nie","4","4","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","1","0","Tak","Tak","Tak","Tak","Tak","5","1","2","2","3","4","5","4","4"
"2016/11/30 4:28:29 PM CET","UEK","Kobieta","22","Miasto","3","Nie","2","2","Inne","Inne","inne","3","2","0","Nie","Nie","Nie","Tak","Nie","4","2","5","2","2","3","3","4","4"
"2016/11/30 4:28:29 PM CET","UEK","Kobieta","23","Miasto","4","Tak","2","2","Inne","Inne","blisko do domu","3","4","0","Nie","Nie","Nie","Tak","Nie","5","4","2","1","1","3","0","","4"
"2016/11/30 4:50:26 PM CET","PK","Kobieta","19","Wieś","5","Tak","2","1","Inne","Inne","reputacja uczelni","2","4","1","Nie","Nie","Nie","Tak","Nie","5","3","4","2","3","4","3","","4.0"
"2016/11/30 4:51:11 PM CET","AGH","Mężczyzna","21","Miasto","4","Nie","4","4","Szkolnictwo","Szkolnictwo","ciekawy kierunek","2","4","0","Tak","Nie","Tak","Tak","Nie","2","2","2","2","2","4","3","4.73","4.81"
"2016/11/30 4:59:51 PM CET","UEK","Mężczyzna","19","Miasto","2","Nie","2","2","Inne","Inne","reputacja uczelni","1","2","0","Nie","Nie","Nie","Tak","Nie","4","4","3","2","3","4","0","","4.0"
"2016/11/30 5:00:55 PM CET","PK","Mężczyzna","21","Miasto","2","Nie","2","0","Służba zdrowia","Inne","reputacja uczelni","2","1","2","Nie","Nie","Nie","Tak","Nie","4","2","3","2","2","5","2","3","3"
"2016/11/30 5:00:57 PM CET","UEK","Mężczyzna","22","Wieś","1","Tak","1","1","Inne","Inne","ciekawy kierunek","3","3","1","Nie","Nie","Nie","Tak","Nie","3","1","1","1","1","3","5","4","4"
"2016/11/30 5:01:02 PM CET","uek","Kobieta","19","Miasto","5","Tak","2","2","Inne","Inne","inne","1","1","0","Nie","Nie","Nie","Tak","Tak","4","5","3","2","2","3","10","4","4"
"2016/11/30 5:02:29 PM CET","UEK","Kobieta","21","Miasto","5","Nie","2","2","Inne","Inne","ciekawy kierunek","2","2","4","Nie","Tak","Tak","Tak","Nie","4","3","4","3","4","4","1","4.0","3.8"
"2016/11/30 5:02:59 PM CET","UEK","Mężczyzna","19","Wieś","4","Tak","4","2","Inne","Inne","ciekawy kierunek","2","4","0","Tak","Tak","Tak","Tak","Nie","4","3","5","2","4","3","0","4","4"
"2016/11/30 5:03:47 PM CET","UEK","Kobieta","22","Miasto","4","Nie","2","3","Inne","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","2","1","0","Nie","Nie","Nie","Tak","Tak","4","2","2","2","2","4","2","3.8","3.8"
"2016/11/30 5:04:48 PM CET","uek","Kobieta","22","Wieś","4","Tak","2","2","Inne","Inne","ciekawy kierunek","3","2","0","Nie","Nie","Tak","Tak","Nie","3","3","3","2","3","4","0","4","4"
"2016/11/30 5:05:42 PM CET","UEK","Kobieta","22","Miasto","3","Tak","3","4","Służba zdrowia","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","1","1","0","Tak","Tak","Nie","Tak","Tak","5","1","2","1","2","3","3","4.3","4.2"
"2016/11/30 5:06:04 PM CET","Uek","Kobieta","21","Wieś","4","Tak","4","4","Szkolnictwo","Inne","reputacja uczelni","1","1","0","Tak","Tak","Nie","Tak","Tak","4","2","2","1","3","4","2","4","4"
"2016/11/30 5:06:23 PM CET","UEK ","Kobieta","21","Wieś","5","Nie","0","0","Inne","Inne","ciekawy kierunek","2","3","1","Nie","Nie","Tak","Tak","Tak","4","2","3","2","1","4","5","3.7","4.0"
"2016/11/30 5:07:43 PM CET","UEK","Mężczyzna","20","Miasto","4","Nie","2","2","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Nie","5","5","5","5","5","5","0","5","5"
"2016/11/30 5:07:53 PM CET","AGH","Kobieta","20","Miasto","7","Tak","2","2","Inne","Inne","reputacja uczelni","1","4","0","Tak","Tak","Nie","Tak","Tak","4","2","2","3","3","4","5","4","4"
"2016/11/30 5:09:14 PM CET","UEK","Kobieta","20","Miasto","4","Tak","3","3","Inne","Inne","ciekawy kierunek","1","3","0","Nie","Nie","Nie","Tak","Tak","5","3","2","1","1","2","6","1","1"
"2016/11/30 5:09:56 PM CET","UEK","Kobieta","22","Miasto","5","Nie","2","2","Inne","Inne","blisko do domu","1","2","0","Nie","Nie","Tak","Tak","Nie","4","2","2","2","2","4","5","4","4"
"2016/11/30 5:12:51 PM CET","agh","Mężczyzna","21","Wieś","6","Tak","2","3","Inne","Inne","ciekawy kierunek","4","2","2","Nie","Nie","Nie","Tak","Nie","4","1","3","1","3","3","3","4","4"
"2016/11/30 5:15:06 PM CET","UEK","Kobieta","18","Miasto","4","Tak","4","2","Służba zdrowia","Inne","ciekawy kierunek","2","2","0","Nie","Tak","Nie","Tak","Nie","4","4","3","1","3","4","0","4","4"
"2016/11/30 5:15:30 PM CET","UEK","Mężczyzna","21","Miasto","1","Nie","3","4","Inne","Inne","ciekawy kierunek","2","2","1","Nie","Nie","Tak","Tak","Nie","5","5","5","2","4","4","2","3.57","3"
"2016/11/30 5:16:12 PM CET","UEK","Kobieta","22","Miasto","5","Tak","4","2","Służba cywilna (Administracja, Policja itp.)","Inne","ciekawy kierunek","2","2","0","Nie","Tak","Nie","Tak","Nie","4","3","3","2","4","3","7","","4.69"
"2016/11/30 5:16:31 PM CET","UEK ","Mężczyzna","19","Miasto","5","Tak","2","2","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Tak","Nie","Tak","Nie","4","4","4","3","4","4","5","","4"
"2016/11/30 5:17:12 PM CET","UEK","Mężczyzna","21","Miasto","4","Tak","2","2","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Nie","Tak","Nie","4","3","2","2","2","4","0","4.0","4.0"
"2016/11/30 5:17:20 PM CET","UEK","Kobieta","21","Miasto","3","Nie","2","0","Inne","Inne","ciekawy kierunek","1","2","3","Nie","Nie","Tak","Tak","Tak","2","3","2","2","3","3","1","3.9","3.4"
"2016/11/30 5:18:06 PM CET","UEK","Mężczyzna","25","Wieś","4","Tak","1","1","Inne","Inne","ciekawy kierunek","3","1","3","Nie","Nie","Tak","Tak","Tak","5","1","5","2","5","3","0","4","4"
"2016/11/30 5:19:28 PM CET","UP UEK","Kobieta","21","Wieś","7","Tak","2","2","Inne","Inne","ciekawy kierunek","2","3","0","Nie","Tak","Nie","Tak","Nie","4","2","3","2","4","3","10","3","3"
"2016/11/30 5:19:51 PM CET","UEK","Mężczyzna","20","Wieś","5","Tak","1","3","Szkolnictwo","Służba cywilna (Administracja, Policja itp.)","ciekawy kierunek","1","3","0","Nie","Tak","Nie","Tak","Nie","5","2","2","1","2","4","0","4.2","4.0"
"2016/11/30 5:20:08 PM CET","UEK","Mężczyzna","24","Wieś","7","Tak","0","0","Inne","Inne","reputacja uczelni","2","2","0","Nie","Tak","Nie","Tak","Nie","4","5","5","2","5","5","2","3.6","3.7"
"2016/11/30 5:20:39 PM CET","UEK","Mężczyzna","20","Miasto","3","Tak","0","0","Inne","Inne","ciekawy kierunek","2","2","0","Nie","Nie","Nie","Tak","Tak","5","3","3","2","3","5","4","4","4"
"2016/11/30 5:21:49 PM CET","UEK","Kobieta","21","Miasto","4","Tak","4","2","Inne","Inne","ciekawy kierunek","1","2","0","Tak","Tak","Tak","Tak","Nie","4","4","3","2","3","4","6","4","4"
"2016/11/30 5:23:26 PM CET","UEK","Kobieta","23","Miasto","4","Tak","2","4","Inne","Inne","ciekawy kierunek","1","1","0","Tak","Nie","Nie","Tak","Tak","5","1","3","1","2","4","0","4.3","4.4"
"2016/11/30 5:25:35 PM CET","UEK","Kobieta","20","Miasto","3","Tak","4","1","Służba zdrowia","Inne","ciekawy kierunek","1","1","0","Nie","Nie","Nie","Tak","Tak","4","5","3","3","4","5","0","","3.4"
"2016/11/30 5:30:19 PM CET","UEK","Kobieta","19","Miasto","4","Tak","2","2","Szkolnictwo","Inne","ciekawy kierunek","2","3","0","Nie","Nie","Tak","Tak","Tak","4","4","4","2","3","4","0","4","4"
"2016/11/30 5:32:30 PM CET","UJ","Kobieta","21","Miasto","4","Tak","4","4","Szkolnictwo","Szkolnictwo","reputacja uczelni","1","4","0","Nie","Nie","Tak","Tak","Tak","4","1","1","1","2","4","5","4.23","4.51"
"2016/11/30 5:33:11 PM CET","UEK","Kobieta","20","Miasto","5","Tak","3","4","Inne","Inne","reputacja uczelni","1","3","0","Nie","Nie","Nie","Tak","Tak","4","3","3","1","1","4","0","","4"
"2016/11/30 5:33:21 PM CET","UEK","Kobieta","20","Miasto","5","Tak","2","1","Inne","Inne","ciekawy kierunek","1","3","0","Nie","Nie","Tak","Tak","Tak","4","2","4","2","3","4","0","4.3","4.3"
"2016/11/30 5:33:42 PM CET","UEK","Mężczyzna","22","Miasto","4","Tak","4","4","Szkolnictwo","Szkolnictwo","reputacja uczelni","2","1","1","Nie","Nie","Tak","Tak","Tak","3","4","1","2","2","4","12","3","3"
"2016/11/30 5:36:06 PM CET","UEK","Kobieta","21","Wieś","6","Tak","4","2","Szkolnictwo","Inne","inne","1","1","0","Nie","Tak","Nie","Tak","Nie","4","5","4","1","3","4","0","5","5"
